Date, Open, High, Low, Close
05/02/14, 16562.34, 16620.06, 16488.31, 16512.89
05/01/14, 16580.26, 16604.79, 16525.25, 16558.87
04/30/14, 16534.86, 16592.28, 16510.87, 16580.84
04/29/14, 16451.18, 16559.39, 16451.18, 16535.37
04/28/14, 16363.20, 16500.37, 16312.66, 16448.74
04/25/14, 16503.26, 16503.26, 16333.78, 16361.46
04/24/14, 16503.39, 16541.26, 16452.30, 16501.65
04/23/14, 16513.73, 16525.99, 16477.28, 16501.65
04/22/14, 16449.38, 16565.71, 16449.38, 16514.37
04/21/14, 16408.92, 16459.78, 16402.08, 16449.25
04/17/14, 16424.14, 16460.49, 16368.14, 16408.54
04/16/14, 16266.23, 16424.85, 16266.23, 16424.85
04/15/14, 16173.49, 16272.95, 16063.20, 16262.56
04/14/14, 16028.29, 16184.76, 16028.29, 16173.24
04/11/14, 16168.87, 16168.87, 16015.32, 16026.75
04/10/14, 16437.24, 16456.12, 16153.34, 16170.22
04/09/14, 16256.37, 16438.82, 16256.37, 16437.18
04/08/14, 16245.16, 16296.86, 16180.28, 16256.14
04/07/14, 16414.15, 16421.38, 16244.01, 16245.87
04/04/14, 16576.02, 16631.63, 16392.77, 16412.71
04/03/14, 16572.36, 16604.15, 16527.60, 16572.55
04/02/14, 16532.80, 16588.19, 16506.60, 16573.00
04/01/14, 16458.05, 16565.73, 16457.60, 16532.61
03/31/14, 16324.22, 16480.85, 16324.22, 16457.66
03/28/14, 16267.77, 16414.86, 16267.77, 16323.06
03/27/14, 16268.67, 16300.94, 16191.79, 16264.23
03/26/14, 16370.71, 16466.04, 16268.99, 16268.99
03/25/14, 16279.20, 16407.18, 16279.20, 16367.88
03/24/14, 16303.28, 16380.51, 16215.56, 16276.69
03/21/14, 16332.69, 16456.45, 16290.79, 16302.77
03/20/14, 16221.98, 16353.98, 16160.33, 16331.05
03/19/14, 16335.71, 16363.32, 16126.29, 16222.17
03/18/14, 16245.93, 16369.94, 16245.93, 16336.19
03/17/14, 16066.37, 16270.34, 16066.37, 16247.22
03/14/14, 16106.32, 16165.05, 16046.99, 16065.67
03/13/14, 16341.55, 16405.07, 16084.10, 16108.89
03/12/14, 16350.67, 16364.74, 16260.03, 16340.08
03/11/14, 16419.39, 16460.33, 16325.17, 16351.25
03/10/14, 16453.10, 16453.10, 16334.20, 16418.68
03/07/14, 16424.53, 16505.70, 16398.86, 16452.72
03/06/14, 16360.56, 16450.17, 16360.56, 16421.89
03/05/14, 16395.88, 16406.55, 16343.96, 16360.18
03/04/14, 16169.32, 16419.49, 16169.32, 16395.88
03/03/14, 16321.71, 16321.71, 16071.25, 16168.03
02/28/14, 16273.23, 16398.95, 16226.09, 16321.71
02/27/14, 16197.70, 16276.28, 16159.81, 16272.65
02/26/14, 16180.36, 16252.35, 16155.86, 16198.41
02/25/14, 16207.34, 16254.26, 16147.25, 16179.66
02/24/14, 16102.27, 16300.04, 16102.27, 16207.14
02/21/14, 16135.92, 16191.92, 16093.80, 16103.30
02/20/14, 16044.15, 16161.64, 16006.59, 16133.23
02/19/14, 16126.23, 16225.72, 16031.66, 16040.56
02/18/14, 16153.97, 16167.33, 16107.04, 16130.40
02/14/14, 16018.08, 16175.55, 15985.39, 16154.39
02/13/14, 15946.99, 16039.37, 15863.25, 16027.59
02/12/14, 15993.04, 16036.56, 15928.75, 15963.94
02/11/14, 15804.17, 16027.19, 15803.40, 15994.77
02/10/14, 15793.63, 15801.79, 15733.69, 15801.79
02/07/14, 15630.64, 15798.51, 15625.53, 15794.08
02/06/14, 15443.83, 15632.09, 15443.00, 15628.53
02/05/14, 15443.00, 15478.21, 15340.69, 15440.23
02/04/14, 15372.93, 15481.85, 15356.62, 15445.24
02/03/14, 15697.69, 15708.54, 15356.17, 15372.80
01/31/14, 15847.19, 15847.19, 15617.55, 15698.85
01/30/14, 15743.03, 15907.53, 15733.27, 15848.61
01/29/14, 15927.08, 15927.08, 15708.98, 15738.79
01/28/14, 15840.84, 15945.89, 15840.84, 15928.56
01/27/14, 15879.05, 15942.77, 15783.55, 15837.88
01/24/14, 16203.29, 16203.29, 15879.11, 15879.11
01/23/14, 16371.99, 16372.96, 16140.58, 16197.35
01/22/14, 16420.48, 16453.49, 16332.98, 16373.34
01/21/14, 16459.27, 16520.60, 16316.25, 16414.44
01/17/14, 16408.02, 16495.26, 16378.80, 16458.56
01/16/14, 16477.70, 16477.70, 16375.56, 16417.01
01/15/14, 16378.03, 16505.28, 16376.78, 16481.94
01/14/14, 16261.99, 16373.92, 16260.83, 16373.86
01/13/14, 16434.03, 16453.13, 16240.60, 16257.94
01/10/14, 16453.62, 16487.65, 16379.02, 16437.05
01/09/14, 16471.41, 16525.35, 16378.61, 16444.76
01/08/14, 16527.66, 16528.88, 16416.69, 16462.74
01/07/14, 16429.02, 16562.32, 16429.02, 16530.94
01/06/14, 16474.04, 16532.99, 16405.52, 16425.10
01/03/14, 16456.89, 16518.74, 16439.30, 16469.99
01/02/14, 16572.17, 16573.07, 16416.49, 16441.35
12/31/13, 16512.38, 16588.25, 16511.48, 16576.66
12/30/13, 16484.51, 16504.35, 16476.87, 16504.29
12/27/13, 16486.37, 16529.01, 16461.23, 16478.41
12/26/13, 16370.97, 16483.00, 16370.97, 16479.88
12/24/13, 16295.70, 16360.60, 16295.70, 16357.55
12/23/13, 16225.25, 16318.11, 16225.25, 16294.61
12/20/13, 16178.57, 16287.84, 16178.57, 16221.14
12/19/13, 16162.51, 16194.72, 16121.54, 16179.08
12/18/13, 15876.57, 16173.04, 15808.92, 16167.97
12/17/13, 15884.06, 15917.96, 15836.45, 15875.26
12/16/13, 15759.60, 15930.31, 15759.60, 15884.57
12/13/13, 15745.66, 15792.80, 15717.92, 15755.36
12/12/13, 15844.82, 15845.11, 15703.79, 15739.43
12/11/13, 15970.75, 15997.22, 15827.70, 15843.53
12/10/13, 16024.12, 16029.06, 15969.53, 15973.13
12/09/13, 16019.49, 16058.40, 16015.29, 16025.53
12/06/13, 15825.55, 16022.35, 15825.55, 16020.20
12/05/13, 15886.50, 15896.19, 15809.37, 15821.51
12/04/13, 15910.51, 15960.36, 15791.29, 15889.77
12/03/13, 16004.72, 16004.72, 15859.68, 15914.62
12/02/13, 16087.12, 16098.00, 15986.23, 16008.77
11/29/13, 16105.16, 16174.51, 16074.14, 16086.41
11/27/13, 16073.37, 16107.99, 16057.34, 16097.33
11/26/13, 16070.93, 16120.25, 16070.93, 16072.80
11/25/13, 16072.09, 16109.63, 16055.46, 16072.54
11/22/13, 16008.71, 16068.78, 15976.27, 16064.77
11/21/13, 15908.07, 16016.04, 15908.07, 16009.99
11/20/13, 15971.20, 16016.85, 15865.37, 15900.82
11/19/13, 15974.06, 16025.85, 15943.78, 15967.03
11/18/13, 15962.72, 16030.28, 15942.17, 15976.02
11/15/13, 15876.16, 15962.98, 15875.90, 15961.70
11/14/13, 15806.22, 15884.99, 15798.74, 15876.22
11/13/13, 15739.50, 15822.98, 15672.00, 15821.63
11/12/13, 15773.15, 15793.38, 15708.29, 15750.67
11/11/13, 15759.28, 15791.45, 15737.22, 15783.10
11/08/13, 15591.54, 15764.29, 15579.35, 15761.78
11/07/13, 15751.31, 15797.68, 15586.33, 15593.98
11/06/13, 15628.72, 15750.29, 15628.72, 15746.88
11/05/13, 15631.22, 15651.89, 15522.18, 15618.22
11/04/13, 15621.20, 15658.90, 15588.48, 15639.12
11/01/13, 15558.01, 15649.40, 15543.25, 15615.55
10/31/13, 15619.92, 15651.86, 15544.69, 15545.75
10/30/13, 15680.74, 15721.00, 15574.52, 15618.76
10/29/13, 15572.21, 15683.08, 15572.21, 15680.35
10/28/13, 15569.19, 15599.09, 15533.48, 15568.93
10/25/13, 15523.72, 15570.60, 15512.96, 15570.28
10/24/13, 15414.87, 15528.63, 15414.13, 15509.21
10/23/13, 15465.34, 15465.66, 15366.19, 15413.33
10/22/13, 15394.22, 15518.10, 15394.22, 15467.66
10/21/13, 15401.32, 15410.18, 15362.66, 15392.20
10/18/13, 15371.71, 15412.97, 15321.81, 15399.65
10/17/13, 15369.46, 15376.11, 15229.02, 15371.65
10/16/13, 15170.70, 15374.15, 15170.70, 15373.83
10/15/13, 15300.30, 15301.91, 15161.33, 15168.01
10/14/13, 15231.33, 15309.48, 15136.38, 15301.26
10/11/13, 15126.52, 15237.30, 15100.13, 15237.11
10/10/13, 14806.39, 15126.07, 14806.39, 15126.07
10/09/13, 14778.19, 14852.50, 14719.43, 14802.98
10/08/13, 14938.04, 14938.04, 14773.47, 14776.53
10/07/13, 15069.30, 15069.30, 14920.83, 14936.24
10/04/13, 14994.68, 15083.99, 14972.33, 15072.58
10/03/13, 15127.23, 15127.23, 14947.03, 14996.48
10/02/13, 15182.65, 15182.65, 15044.71, 15133.14
10/01/13, 15132.49, 15208.40, 15110.34, 15191.70
09/30/13, 15249.82, 15249.82, 15086.71, 15129.67
09/27/13, 15317.45, 15317.45, 15211.81, 15258.24
09/26/13, 15274.42, 15387.19, 15274.42, 15328.30
09/25/13, 15339.02, 15372.48, 15253.16, 15273.26
09/24/13, 15402.54, 15433.75, 15327.14, 15334.59
09/23/13, 15452.31, 15466.95, 15368.25, 15401.38
09/20/13, 15635.09, 15654.77, 15448.09, 15451.09
09/19/13, 15677.86, 15695.89, 15625.45, 15636.55
09/18/13, 15533.03, 15709.58, 15470.16, 15676.94
09/17/13, 15503.15, 15555.07, 15503.15, 15529.73
09/16/13, 15381.36, 15549.87, 15381.36, 15494.78
09/13/13, 15312.86, 15380.97, 15312.86, 15376.06
09/12/13, 15327.14, 15345.32, 15283.26, 15300.64
09/11/13, 15194.13, 15326.60, 15194.13, 15326.60
09/10/13, 15067.23, 15192.13, 15067.23, 15191.06
09/09/13, 14927.19, 15088.41, 14927.19, 15063.12
09/06/13, 14941.55, 15009.84, 14789.40, 14922.50
09/05/13, 14929.49, 14987.47, 14923.27, 14937.48
09/04/13, 14832.42, 14956.74, 14799.09, 14930.87
09/03/13, 14801.55, 14933.35, 14777.48, 14833.96
08/30/13, 14844.10, 14848.24, 14762.35, 14810.31
08/29/13, 14817.91, 14916.01, 14792.11, 14840.95
08/28/13, 14770.99, 14867.40, 14760.41, 14824.51
08/27/13, 14939.25, 14939.25, 14765.42, 14776.13
08/26/13, 15014.58, 15049.98, 14945.24, 14946.46
08/23/13, 14988.78, 15025.56, 14931.24, 15010.51
08/22/13, 14908.60, 14989.12, 14899.00, 14963.74
08/21/13, 14993.81, 15019.70, 14880.84, 14897.55
08/20/13, 15011.82, 15074.92, 14992.16, 15002.99
08/19/13, 15076.79, 15106.39, 15005.42, 15010.74
08/16/13, 15112.57, 15139.77, 15054.38, 15081.47
08/15/13, 15332.71, 15332.71, 15094.03, 15112.19
08/14/13, 15447.71, 15453.08, 15316.62, 15337.66
08/13/13, 15420.68, 15504.14, 15342.34, 15451.01
08/12/13, 15415.22, 15441.75, 15359.93, 15419.68
08/09/13, 15496.63, 15507.76, 15346.65, 15425.51
08/08/13, 15477.27, 15557.12, 15418.60, 15498.32
08/07/13, 15516.21, 15516.21, 15421.75, 15470.67
08/06/13, 15608.44, 15608.44, 15473.40, 15518.74
08/05/13, 15651.98, 15655.21, 15584.83, 15612.13
08/02/13, 15627.56, 15658.43, 15558.68, 15658.36
08/01/13, 15503.85, 15650.69, 15503.85, 15628.02
07/31/13, 15528.57, 15634.32, 15492.96, 15499.54
07/30/13, 15534.49, 15593.91, 15479.13, 15520.59
07/29/13, 15557.14, 15557.14, 15482.27, 15521.97
07/26/13, 15547.85, 15560.97, 15405.16, 15558.83
07/25/13, 15539.17, 15560.33, 15455.59, 15555.61
07/24/13, 15576.69, 15602.60, 15496.84, 15542.24
07/23/13, 15547.00, 15604.22, 15544.06, 15567.74
07/22/13, 15543.97, 15576.21, 15516.20, 15545.55
07/19/13, 15524.27, 15544.55, 15491.96, 15543.74
07/18/13, 15465.91, 15589.40, 15465.91, 15548.54
07/17/13, 15456.92, 15502.00, 15438.12, 15470.52
07/16/13, 15485.03, 15498.16, 15415.71, 15451.85
07/15/13, 15459.69, 15509.48, 15455.77, 15484.26
07/12/13, 15460.69, 15498.39, 15410.27, 15464.30
07/11/13, 15298.00, 15483.55, 15298.00, 15460.92
07/10/13, 15298.03, 15348.95, 15258.89, 15291.66
07/09/13, 15228.46, 15320.42, 15228.46, 15300.34
07/08/13, 15137.22, 15262.72, 15137.22, 15224.69
07/05/13, 14995.46, 15137.51, 14971.20, 15135.84
07/03/13, 14923.73, 15025.90, 14858.93, 14988.55
07/02/13, 14973.04, 15049.22, 14870.51, 14932.41
07/01/13, 14911.60, 15083.28, 14911.60, 14974.96
06/28/13, 15016.58, 15034.63, 14884.80, 14909.60
06/27/13, 14921.28, 15075.01, 14921.28, 15024.49
06/26/13, 14769.99, 14938.98, 14769.68, 14910.14
06/25/13, 14669.69, 14812.03, 14669.69, 14760.31
06/24/13, 14795.79, 14795.79, 14551.27, 14659.56
06/21/13, 14760.62, 14858.56, 14688.43, 14799.40
06/20/13, 15105.51, 15105.51, 14732.03, 14758.32
06/19/13, 15315.47, 15322.07, 15112.11, 15112.19
06/18/13, 15186.30, 15340.09, 15186.30, 15318.23
06/17/13, 15078.71, 15261.71, 15078.71, 15179.85
06/14/13, 15178.08, 15205.92, 15044.80, 15070.18
06/13/13, 14992.54, 15202.27, 14953.45, 15176.08
06/12/13, 15130.39, 15241.28, 14981.21, 14995.23
06/11/13, 15231.38, 15251.07, 15086.09, 15122.02
06/10/13, 15247.81, 15300.64, 15211.25, 15238.59
06/07/13, 15044.46, 15255.58, 15044.46, 15248.12
06/06/13, 14955.45, 15040.62, 14844.22, 15040.62
06/05/13, 15168.10, 15168.63, 14945.57, 14960.59
06/04/13, 15255.22, 15304.98, 15100.78, 15177.54
06/03/13, 15123.55, 15254.11, 15123.55, 15254.03
05/31/13, 15322.22, 15392.38, 15115.57, 15115.57
05/30/13, 15306.02, 15398.70, 15280.99, 15324.53
05/29/13, 15399.94, 15400.25, 15229.53, 15302.80
05/28/13, 15307.33, 15521.49, 15307.33, 15409.39
05/24/13, 15290.74, 15306.71, 15199.63, 15303.10
05/23/13, 15300.57, 15348.41, 15180.23, 15294.50
05/22/13, 15387.12, 15542.40, 15265.96, 15307.17
05/21/13, 15334.97, 15434.50, 15325.68, 15387.58
05/20/13, 15348.33, 15391.84, 15314.15, 15335.28
05/17/13, 15234.75, 15357.40, 15234.75, 15354.40
05/16/13, 15273.92, 15302.49, 15215.82, 15233.22
05/15/13, 15211.87, 15301.34, 15175.39, 15275.69
05/14/13, 15092.15, 15219.55, 15089.30, 15215.25
05/13/13, 15113.42, 15113.42, 15053.46, 15091.68
05/10/13, 15082.62, 15118.49, 15038.18, 15118.49
05/09/13, 15105.12, 15144.83, 15046.87, 15082.62
05/08/13, 15056.20, 15106.81, 15021.87, 15105.12
05/07/13, 14968.89, 15056.67, 14968.89, 15056.20
05/06/13, 14973.96, 14988.87, 14941.09, 14968.89
05/03/13, 14831.58, 15009.59, 14831.58, 14973.96
05/02/13, 14700.95, 14834.63, 14700.95, 14831.58
05/01/13, 14839.80, 14839.80, 14687.05, 14700.95
04/30/13, 14818.75, 14839.80, 14734.47, 14839.80
04/29/13, 14712.55, 14844.96, 14712.55, 14818.75
04/26/13, 14700.80, 14743.49, 14684.82, 14712.55
04/25/13, 14676.30, 14768.05, 14665.45, 14700.80
04/24/13, 14719.46, 14747.42, 14666.54, 14676.30
04/23/13, 14567.17, 14721.42, 14554.29, 14719.46
04/22/13, 14547.51, 14588.83, 14457.60, 14567.17
04/19/13, 14537.14, 14553.73, 14444.03, 14547.51
04/18/13, 14618.59, 14650.26, 14495.29, 14537.14
04/17/13, 14756.78, 14756.78, 14560.81, 14618.59
04/16/13, 14599.20, 14761.73, 14599.20, 14756.78
04/15/13, 14865.06, 14865.06, 14598.58, 14599.20
04/12/13, 14865.14, 14865.21, 14790.57, 14865.06
04/11/13, 14802.24, 14887.51, 14785.36, 14865.14
04/10/13, 14673.46, 14826.66, 14673.46, 14802.24
04/09/13, 14613.48, 14716.46, 14598.50, 14673.46
04/08/13, 14565.25, 14613.48, 14497.80, 14613.48
04/05/13, 14606.11, 14606.11, 14434.43, 14565.25
04/04/13, 14550.35, 14625.24, 14538.72, 14606.11
04/03/13, 14662.01, 14683.13, 14525.36, 14550.35
04/02/13, 14572.85, 14684.49, 14572.85, 14662.01
04/01/13, 14578.54, 14605.72, 14531.48, 14572.85
03/28/13, 14526.16, 14585.10, 14520.86, 14578.54
03/27/13, 14559.65, 14559.65, 14439.55, 14526.16
03/26/13, 14447.75, 14561.54, 14447.75, 14559.65
03/25/13, 14512.03, 14563.75, 14395.00, 14447.75
03/22/13, 14421.49, 14519.95, 14421.49, 14512.03
03/21/13, 14511.73, 14511.73, 14383.02, 14421.49
03/20/13, 14455.82, 14546.82, 14455.82, 14511.73
03/19/13, 14452.06, 14514.34, 14382.09, 14455.82
03/18/13, 14514.11, 14521.59, 14404.21, 14452.06
03/15/13, 14539.14, 14539.14, 14470.50, 14514.11
03/14/13, 14455.28, 14539.29, 14455.28, 14539.14
03/13/13, 14450.06, 14472.80, 14411.66, 14455.28
03/12/13, 14447.29, 14478.80, 14412.06, 14450.06
03/11/13, 14397.07, 14448.06, 14373.32, 14447.29
03/08/13, 14329.49, 14413.17, 14329.49, 14397.07
03/07/13, 14296.24, 14354.69, 14296.24, 14329.49
03/06/13, 14253.77, 14320.65, 14253.00, 14296.24
03/05/13, 14127.82, 14286.37, 14127.82, 14253.77
03/04/13, 14089.66, 14128.21, 14030.37, 14127.82
03/01/13, 14054.49, 14107.09, 13937.60, 14089.66
02/28/13, 14075.37, 14149.15, 14050.18, 14054.49
02/27/13, 13900.13, 14104.48, 13885.88, 14075.37
02/26/13, 13784.17, 13918.44, 13784.17, 13900.13
02/25/13, 14000.57, 14081.58, 13784.01, 13784.17
02/22/13, 13880.62, 14001.04, 13880.62, 14000.57
02/21/13, 13927.54, 13927.54, 13837.02, 13880.62
02/20/13, 14035.67, 14056.40, 13921.82, 13927.54
02/19/13, 13981.76, 14043.30, 13980.90, 14035.67
02/15/13, 13973.39, 14000.13, 13908.11, 13981.76
02/14/13, 13982.91, 13988.52, 13924.69, 13973.39
02/13/13, 14018.70, 14028.57, 13945.93, 13982.91
02/12/13, 13971.24, 14038.97, 13968.94, 14018.70
02/11/13, 13992.97, 13992.97, 13940.41, 13971.24
02/08/13, 13944.05, 14018.42, 13944.05, 13992.97
02/07/13, 13986.52, 13988.06, 13852.20, 13944.05
02/06/13, 13979.30, 13991.61, 13913.18, 13986.52
02/05/13, 13880.08, 14013.60, 13880.08, 13979.30
02/04/13, 14009.79, 14009.79, 13866.83, 13880.08
02/01/13, 13860.58, 14019.78, 13860.58, 14009.79
01/31/13, 13910.42, 13941.06, 13860.58, 13860.58
01/30/13, 13954.42, 13964.98, 13900.78, 13910.42
01/29/13, 13881.93, 13969.82, 13881.29, 13954.42
01/28/13, 13895.98, 13915.72, 13862.57, 13881.93
01/25/13, 13825.33, 13895.98, 13825.33, 13895.98
01/24/13, 13779.33, 13878.47, 13779.33, 13825.33
01/23/13, 13712.21, 13793.60, 13712.21, 13779.33
01/22/13, 13649.70, 13712.21, 13626.81, 13712.21
01/18/13, 13596.02, 13649.85, 13573.78, 13649.70
01/17/13, 13511.23, 13633.45, 13511.23, 13596.02
01/16/13, 13534.89, 13534.89, 13468.96, 13511.23
01/15/13, 13507.32, 13543.76, 13447.49, 13534.89
01/14/13, 13488.43, 13519.95, 13460.47, 13507.32
01/11/13, 13471.45, 13496.68, 13439.97, 13488.43
01/10/13, 13391.82, 13478.20, 13382.29, 13471.22
01/09/13, 13329.92, 13416.55, 13329.08, 13390.51
01/08/13, 13377.42, 13377.42, 13293.13, 13328.85
01/07/13, 13436.13, 13436.13, 13343.32, 13384.29
01/04/13, 13391.05, 13447.11, 13376.23, 13435.21
01/03/13, 13413.01, 13430.60, 13358.30, 13391.36
01/02/13, 13104.30, 13412.71, 13104.30, 13412.55
12/31/12, 12938.19, 13109.13, 12883.89, 13104.14
12/28/12, 13095.08, 13095.46, 12926.86, 12938.11
12/27/12, 13114.97, 13141.74, 12964.08, 13096.31
12/26/12, 13138.85, 13174.88, 13076.87, 13114.59
12/24/12, 13190.15, 13190.38, 13128.55, 13139.08
12/21/12, 13309.95, 13309.95, 13122.53, 13190.84
12/20/12, 13246.67, 13314.64, 13216.03, 13311.72
12/19/12, 13351.04, 13357.70, 13251.74, 13251.97
12/18/12, 13236.61, 13365.86, 13232.58, 13350.96
12/17/12, 13135.17, 13244.33, 13134.63, 13235.39
12/14/12, 13170.80, 13190.41, 13118.46, 13135.01
12/13/12, 13241.38, 13264.41, 13147.19, 13170.72
12/12/12, 13250.05, 13329.44, 13227.44, 13245.45
12/11/12, 13170.34, 13306.57, 13170.34, 13248.44
12/10/12, 13154.89, 13195.35, 13139.08, 13169.88
12/07/12, 13072.87, 13157.28, 13072.87, 13155.13
12/06/12, 13026.19, 13076.88, 13007.84, 13074.04
12/05/12, 12948.96, 13089.11, 12923.44, 13034.49
12/04/12, 12966.45, 13022.51, 12940.07, 12951.78
12/03/12, 13027.73, 13087.32, 12959.42, 12965.60
11/30/12, 13022.05, 13053.74, 12988.68, 13025.58
11/29/12, 12977.35, 13062.56, 12961.92, 13021.82
11/28/12, 12875.56, 12989.10, 12765.32, 12985.11
11/27/12, 12963.38, 12980.19, 12868.26, 12878.13
11/26/12, 13008.30, 13008.45, 12900.17, 12967.37
11/23/12, 12833.13, 13011.45, 12832.98, 13009.68
11/21/12, 12788.36, 12845.99, 12786.13, 12836.89
11/20/12, 12790.89, 12808.56, 12701.07, 12788.51
11/19/12, 12590.23, 12796.19, 12590.23, 12795.96
11/16/12, 12542.31, 12604.17, 12471.49, 12588.31
11/15/12, 12571.10, 12600.59, 12496.56, 12542.38
11/14/12, 12746.54, 12797.73, 12542.68, 12570.95
11/13/12, 12808.71, 12898.25, 12748.51, 12756.18
11/12/12, 12815.93, 12861.28, 12783.00, 12815.08
11/09/12, 12811.17, 12890.19, 12743.39, 12815.39
11/08/12, 12932.81, 12980.23, 12811.24, 12811.32
11/07/12, 13228.24, 13228.32, 12876.60, 12932.73
11/06/12, 13113.89, 13290.75, 13112.90, 13245.68
11/05/12, 13092.28, 13140.58, 13038.71, 13112.44
11/02/12, 13233.39, 13289.45, 13076.57, 13093.16
11/01/12, 13099.19, 13273.71, 13099.11, 13232.62
10/31/12, 13107.44, 13189.08, 13052.07, 13096.46
10/30/12, 13107.21, 13107.21, 13107.21, 13107.21
10/26/12, 13104.22, 13151.72, 13040.17, 13107.21
10/25/12, 13079.64, 13164.52, 13039.86, 13103.68
10/24/12, 13103.53, 13155.21, 13063.63, 13077.34
10/23/12, 13344.90, 13344.90, 13083.28, 13102.53
10/22/12, 13344.28, 13368.55, 13235.15, 13345.89
10/19/12, 13545.33, 13545.49, 13312.22, 13343.51
10/18/12, 13553.24, 13588.73, 13510.93, 13548.94
10/17/12, 13539.63, 13561.65, 13468.90, 13557.00
10/16/12, 13423.84, 13556.37, 13423.76, 13551.78
10/15/12, 13329.54, 13437.66, 13325.93, 13424.23
10/12/12, 13325.62, 13401.32, 13296.43, 13328.85
10/11/12, 13346.28, 13428.49, 13326.12, 13326.39
10/10/12, 13473.53, 13478.83, 13327.62, 13344.97
10/09/12, 13582.88, 13592.33, 13473.31, 13473.53
10/08/12, 13610.38, 13610.38, 13552.09, 13583.65
10/05/12, 13569.18, 13661.87, 13568.75, 13610.15
10/04/12, 13495.18, 13594.33, 13495.18, 13575.36
10/03/12, 13479.21, 13536.27, 13439.12, 13494.61
10/02/12, 13515.30, 13567.06, 13424.92, 13482.36
10/01/12, 13437.66, 13598.25, 13437.66, 13515.11
09/28/12, 13485.89, 13487.66, 13367.27, 13437.13
09/27/12, 13413.47, 13522.83, 13413.47, 13485.97
09/26/12, 13457.86, 13480.37, 13406.91, 13413.51
09/25/12, 13559.92, 13620.21, 13457.25, 13457.55
09/24/12, 13577.85, 13601.90, 13521.68, 13558.92
09/21/12, 13597.24, 13647.10, 13571.53, 13579.47
09/20/12, 13575.17, 13599.02, 13503.00, 13596.93
09/19/12, 13565.41, 13626.48, 13556.74, 13577.96
09/18/12, 13552.33, 13582.12, 13517.81, 13564.64
09/17/12, 13588.57, 13593.15, 13526.67, 13553.10
09/14/12, 13540.40, 13653.24, 13533.94, 13593.37
09/13/12, 13329.71, 13573.33, 13325.11, 13539.86
09/12/12, 13321.62, 13373.62, 13317.52, 13333.35
09/11/12, 13254.60, 13354.34, 13253.21, 13323.36
09/10/12, 13308.56, 13324.10, 13251.39, 13254.29
09/07/12, 13289.53, 13320.27, 13266.22, 13306.64
09/06/12, 13045.23, 13294.13, 13045.08, 13292.00
09/05/12, 13036.09, 13095.91, 13018.74, 13047.48
09/04/12, 13092.15, 13092.39, 12977.09, 13035.94
08/31/12, 13002.72, 13151.87, 13002.64, 13090.84
08/30/12, 13101.29, 13101.37, 12978.91, 13000.71
08/29/12, 13103.46, 13144.81, 13081.27, 13107.48
08/28/12, 13122.74, 13147.32, 13081.12, 13102.99
08/27/12, 13157.74, 13176.17, 13115.46, 13124.67
08/24/12, 13052.82, 13175.51, 13027.20, 13157.97
08/23/12, 13171.37, 13171.37, 13046.46, 13057.46
08/22/12, 13198.31, 13205.06, 13120.34, 13172.76
08/21/12, 13272.10, 13330.76, 13186.60, 13203.58
08/20/12, 13274.58, 13276.15, 13230.06, 13271.64
08/17/12, 13251.20, 13281.32, 13244.85, 13275.20
08/16/12, 13163.24, 13269.35, 13145.85, 13250.11
08/15/12, 13157.47, 13192.89, 13138.23, 13164.78
08/14/12, 13168.11, 13223.01, 13142.10, 13172.14
08/13/12, 13204.93, 13205.01, 13112.94, 13169.43
08/10/12, 13163.15, 13208.22, 13094.96, 13207.95
08/09/12, 13174.73, 13200.23, 13125.09, 13165.19
08/08/12, 13158.10, 13202.65, 13115.24, 13175.64
08/07/12, 13118.65, 13215.97, 13118.42, 13168.60
08/06/12, 13099.88, 13187.28, 13099.72, 13117.51
08/03/12, 12884.82, 13133.18, 12884.82, 13096.17
08/02/12, 12969.70, 12969.85, 12778.90, 12878.88
08/01/12, 13007.47, 13074.83, 12951.16, 12971.06
07/31/12, 13071.72, 13082.66, 13006.48, 13008.68
07/30/12, 13075.35, 13128.64, 13042.85, 13073.01
07/27/12, 12888.91, 13117.74, 12888.53, 13075.66
07/26/12, 12680.59, 12931.22, 12680.59, 12887.93
07/25/12, 12617.77, 12732.77, 12617.62, 12676.05
07/24/12, 12720.93, 12730.09, 12521.84, 12617.32
07/23/12, 12820.45, 12820.45, 12583.41, 12721.46
07/20/12, 12942.68, 12942.83, 12810.35, 12822.57
07/19/12, 12909.61, 12977.57, 12889.93, 12943.36
07/18/12, 12796.98, 12921.94, 12754.61, 12908.70
07/17/12, 12728.73, 12829.23, 12645.10, 12805.54
07/16/12, 12776.33, 12779.58, 12690.05, 12727.21
07/13/12, 12573.73, 12784.73, 12573.04, 12777.09
07/12/12, 12602.71, 12630.64, 12492.25, 12573.27
07/11/12, 12653.04, 12661.97, 12534.33, 12604.53
07/10/12, 12733.87, 12830.29, 12606.91, 12653.12
07/09/12, 12772.02, 12772.02, 12686.57, 12736.29
07/06/12, 12889.40, 12889.40, 12702.99, 12772.47
07/05/12, 12941.85, 12961.30, 12852.24, 12896.67
07/03/12, 12868.06, 12946.20, 12845.28, 12943.82
07/02/12, 12879.71, 12902.12, 12795.48, 12871.39
06/29/12, 12604.60, 12880.39, 12604.53, 12880.09
06/28/12, 12626.25, 12626.25, 12450.17, 12602.26
06/27/12, 12532.93, 12646.87, 12532.71, 12627.01
06/26/12, 12503.57, 12576.41, 12452.03, 12534.67
